year,GDPperCapita,country,continent,LifeExpectancy,pop
1962,-0.199828223990177,65,1,0.47513437566632827,-0.2632332214481763
1967,-0.11067195746092942,65,1,0.6222693104581792,-0.26138667461858145
1972,0.022178785729084653,65,1,0.7376540751107353,-0.2601002882025529
1977,-0.05734719889071147,65,1,0.8236118528049217,-0.2586002138935951
1982,-0.11642077743718901,65,1,0.9087952361054662,-0.2572669495664931
1987,-0.08768422329993064,65,1,0.9521613221493802,-0.2570003155464641
1992,0.01923947610145222,65,1,0.9518515643919244,-0.2565102222980721
1997,-0.009478085410236235,65,1,0.9902615263165334,-0.2550714426245982
2002,-0.022380723520986315,65,1,0.9736120468532449,-0.2538149449993083
2007,0.010711098504024203,65,1,1.0138805553225931,-0.25272687805953337
1952,-0.4057380599058497,66,2,0.2753406221068682,0.5357538666189687
1957,-0.29403973636959263,66,2,0.4666160373362738,0.5838471546736657
1962,-0.06481035295523276,66,2,0.71674542648242,0.6240702680684003
1967,0.26713126502022966,66,2,0.9258319127655762,0.6711227063114407
1972,0.7675084422998014,66,2,1.0799363971001983,0.7310792624707679
1977,0.9533706562545878,66,2,1.2317176982538962,0.7940624450229086
1982,1.2348371275384038,66,2,1.3656879283538446,0.8372419574594555
1987,1.5384362402576297,66,2,1.4864934537618906,0.8715061863659304
1992,1.9898975398938097,66,2,1.5399266669231413,0.892593651656237
1997,2.1920059589382848,66,2,1.6429211212774364,0.9079265447689985
2002,2.170493780411649,66,2,1.7443667868444495,0.9183795368546268
2007,2.480144910661659,66,2,1.7910627687810206,0.9221686948964082
1952,-0.5752076512997336,67,2,-1.2635359169371598,-0.2731950272527122
1957,-0.5407898055068168,67,2,-1.0690854846938251,-0.27188861760833566
1962,-0.4939152125667503,67,2,-0.8788167821761532,-0.270126573513717
1967,-0.4539553333668529,67,2,-0.6075464260835993,-0.26709718627106555
1972,-0.5179804989673034,67,2,-0.22817061263871727,-0.2637192158239418
1977,-0.44273663895157456,67,2,0.12851544507247417,-0.2606653107270968
1982,-0.30989822010474655,67,2,0.3302451846160374,-0.25680785698693154
1987,-0.280747866943693,67,2,0.49519119046163845,-0.25235081827441985
1992,-0.3839575579278135,67,2,0.6613762273370655,-0.2424817977543744
1997,-0.3622634499496625,67,2,0.7974373222998455,-0.2362738808416404
2002,-0.3420152005975524,67,2,0.9128995263917661,-0.22891254117180382
2007,-0.2735652786812736,67,2,1.011402493262941,-0.2218858202714223
1952,-0.6455676440670152,68,0,-1.332302139092509,-0.21801447747780534
1957,-0.636343753728605,68,0,-1.1452084535887666,-0.20867910190564562
1962,-0.6411610092877842,68,0,-0.8925235629436045,-0.1971478142156762
1967,-0.6249482045877768,68,0,-0.6830498794636274,-0.1828916996532493
1972,-0.6081414184003583,68,0,-0.45808830811082485,-0.1654288721379216
1977,-0.6035493079134553,68,0,-0.25705552352153827,-0.14229032156260893
1982,-0.5953690773076468,68,0,-0.054861147341790206,-0.11250472818717445
1987,-0.5939777353631036,68,0,-0.010488348586142626,-0.07918013991791603
1992,-0.596008788155224,68,0,-0.014670078311805905,-0.043162290806772155
1997,-0.5941250615505337,68,0,-0.3924196635300411,-0.012601774937533188
2002,-0.6015297834879711,68,0,-0.6568753489585513,0.016825445052603777
2007,-0.5836969710463114,68,0,-0.415419177021188,0.05662064556782548
1952,-0.6217475243294044,69,2,-0.7293586642033787,-0.19538642028706033
1957,-0.5727492113604241,69,2,-0.4176649207627476,-0.19024263666704064
1962,-0.5676186997577394,69,2,-0.21825836440010837,-0.17605099218854625
1967,-0.5146638319164192,69,2,0.036207633350429,-0.16003697951760562
1972,-0.35655625232187793,69,2,0.34914040782088557,-0.13964407997223227
1977,-0.3154910320259452,69,2,0.5950880672413691,-0.12509469342905183
1982,-0.3154682969711101,69,2,0.7453980190471481,-0.11263602402896278
1987,-0.3154716434416174,69,2,0.865196831743461,-0.0992554569276475
1992,-0.354075979245068,69,2,0.8133898468088558,-0.08376623187064107
1997,-0.56061045136523,69,2,0.6390736688001958,-0.07553333996266677
2002,-0.5650752529933835,69,2,0.5566006658773955,-0.06959459177510323
2007,-0.5705237623015118,69,2,0.6057747098736186,-0.05935815208189484
1952,-0.6276012125924886,70,2,-0.9309335248682135,-0.08154062883870225
1957,-0.581226617132144,70,2,-0.5260801358725326,-0.06586144223652196
1962,-0.5762795832994598,70,2,-0.323885759692784,-0.029972702901765604
1967,-0.5262637864145782,70,2,-0.13617255867412845,0.004992028047929261
1972,-0.4246206549095181,70,2,0.24297093645266118,0.03678420331661101
1977,-0.2595859812169537,70,2,0.40977548884300147,0.06440212439322814
1982,-0.16158857898875761,70,2,0.5923002474242601,0.09163371494642619
1987,0.1337209880647105,70,2,0.8003800209956823,0.11326822425789428
1992,0.49611051219495494,70,2,0.988867616407979,0.13384220916909853
1997,0.8907753759669828,70,2,1.1749545891999884,0.15615860127709696
2002,1.2196038239182834,70,2,1.360654364795176,0.17307548722665933
2007,1.637090840260344,70,2,1.4828538001117766,0.18321091562203717
1952,10.266009710139617,71,2,-0.30274479274637633,-0.27741558457141297
1957,10.787674718778138,71,2,-0.11162425639569862,-0.27691763279481285
1962,8.954511383826404,71,2,0.07709565733469052,-0.27554738438711524
1967,7.476695425692177,71,2,0.39877908845329396,-0.2735051375906694
1972,10.363986071959635,71,2,0.6379120772097338,-0.27098992800660165
1977,5.281833103158262,71,2,0.7642158028126328,-0.26817797888976536
1982,2.449495923924517,71,2,0.9164617406025156,-0.2648127856180015
1987,2.1211600874318837,71,2,1.138325734380754,-0.261100309473771
1992,2.8126661976462413,71,2,1.2170042047747114,-0.26556093823334176
1997,3.3573581432041237,71,2,1.2918107032004633,-0.2622889071538961
2002,2.8306463043104397,71,2,1.3497354038448333,-0.25902661914179714
2007,4.068335460396258,71,2,1.4027039803698993,-0.25531409588408815
1952,-0.24156559097514016,72,2,-0.2746342762571965,-0.26535897217385485
1957,-0.11421514062426892,72,2,0.001127567318477042,-0.2634001539250761
1962,-0.15229154985189503,72,2,0.20285730686204081,-0.2611440213590915
1967,-0.12261773576264931,72,2,0.34038975117273873,-0.2583167792071452
1972,0.027505765227993282,72,2,0.4604983216265079,-0.2536702218161572
1977,0.14656864534343497,72,2,0.5130022615153891,-0.24956410313664976
1982,0.043146763287859734,72,2,0.5814587259132816,-0.24983652269183437
1987,-0.18653653133520415,72,2,0.6544841172336578,-0.24981318267460242
1992,-0.03293096517104421,72,2,0.7602663914050619,-0.24858219228655387
1997,0.15623594635247964,72,2,0.8356149659063622,-0.24659971364888966
2002,0.21295840632361576,72,2,0.8947012581411952,-0.24426861411597037
2007,0.32936336558265245,72,2,0.9694303171275815,-0.24197420656008017
1952,-0.7018557596966921,73,0,-1.3425241450885748,-0.2718680007501591
1957,-0.6980858403197836,73,0,-1.1172528159783153,-0.27125937941264294
1962,-0.6903936147272708,73,0,-0.908166329695159,-0.27050740118285127
1967,-0.6815816144794506,73,0,-0.8504739473688809,-0.26953463034757774
1972,-0.68179039436925,73,0,-0.7517386621796124,-0.2684001472088184
1977,-0.6565444263730356,73,0,-0.5627089906917669,-0.26713048607764517
1982,-0.6512784827091027,73,0,-0.34045779971670814,-0.2656201881438603
1987,-0.6536398148589637,73,0,-0.1776800981733032,-0.2638544409298342
1992,-0.6329901842449099,73,0,0.01630569743384728,-0.26193225812191046
1997,-0.611816059161007,73,0,-0.30328686882192507,-0.26023967813994164
2002,-0.6027809966225383,73,0,-1.1524103214496306,-0.2596371061730605
2007,-0.5729321939282878,73,0,-1.3073666396172587,-0.2599586368181978
1952,-0.6737746746928853,74,0,-1.6257976142825692,-0.27078852730885633
1957,-0.6691679762410602,74,0,-1.5478935382822525,-0.26972713602058873
1962,-0.6678259406600215,74,0,-1.469215067888294,-0.2684376778057642
1967,-0.6597678972442698,74,0,-1.3891426875857817,-0.26686776247632876
1972,-0.6506957732704841,74,0,-1.305662971951248,-0.26495286341217583
1977,-0.6672041701537682,74,0,-1.216607616682496,-0.26287055131364273
1982,-0.674116996027118,74,0,-1.1323535066543209,-0.2604841782477874
1987,-0.6808230996871714,74,0,-1.0413621654014658,-0.2575392183585466
1992,-0.667579582000886,74,0,-1.4459832360790548,-0.2608978440114123
1997,-0.6703649893292171,74,0,-1.3360966716213518,-0.25818645390301326
2002,-0.6782488085676729,74,0,-1.2174594505155016,-0.2524016160269016
2007,-0.6901189485381536,74,0,-1.068388529739548,-0.24882767235475176
1952,-0.4899029689668709,75,0,-1.2972220730605575,-0.26931461982583843
1957,-0.38226385012479464,75,0,-1.098512471652195,-0.26760111203673514
1962,-0.04650600203683058,75,0,-0.903442523893947,-0.265336979602107
1967,1.1727994600785059,75,0,-0.7161165200721122,-0.26234658347423384
1972,1.3999780596354316,75,0,-0.518955707451032,-0.2583452074800514
1977,1.495336390247419,75,0,-0.15739096505990063,-0.2532766829305329
1982,1.0298731324738808,75,0,0.20758111266325285,-0.24741302420494804
1987,0.4622491461504287,75,0,0.5234565858295462,-0.24311843276618625
1992,0.2460597944767945,75,0,0.7186814124665226,-0.23779785110687598
1997,0.22853568221897919,75,0,0.9355118426860928,-0.23407429387251036
2002,0.23535804664618565,75,0,1.0270452600144957,-0.22833667312451705
2007,0.4913635288632999,75,0,1.121134178841916,-0.22203921233461107
1952,-0.5857505953142002,76,0,-1.7651111656986422,-0.23404374549307316
1957,-0.570915736102923,76,0,-1.5959834301273779,-0.23009783148574062
1962,-0.5654173322366862,76,0,-1.4424210218683047,-0.22518252939088837
1967,-0.5663650992009022,76,0,-1.2849866416410245,-0.21923462234311109
1972,-0.5547445214617757,76,0,-1.1324309460936848,-0.21218763322429363
1977,-0.5754795275220403,76,0,-0.9752288841844972,-0.2034741272997946
1982,-0.5999707160722266,76,0,-0.8135353347921898,-0.19250317905460965
1987,-0.61493198121016,76,0,-0.7840309083944554,-0.17933811842649236
1992,-0.6265779337968251,76,0,-0.562244354055582,-0.16386837950417935
1997,-0.632096220272407,76,0,-0.3482017436531214,-0.14544965720156455
2002,-0.6413973760666849,76,0,-0.1694715176007051,-0.12369865510324209
2007,-0.6261624981705572,76,0,-0.002434646892272975,-0.09831224508876338
1952,-0.6947200929428459,77,0,-1.798022927428398,-0.2514296555434577
1957,-0.689929953333506,77,0,-1.7243780205931087,-0.2485704704531116
1962,-0.6887598070009494,77,0,-1.6312183750380584,-0.24473194690859384
1967,-0.6818986499807583,77,0,-1.547816098842888,-0.23984492232351673
1972,-0.6728564223037125,77,0,-1.3713316165320317,-0.23434447082611998
1977,-0.6648802475825626,77,0,-1.2163752983644036,-0.2258051622769002
1982,-0.6679671180808181,77,0,-1.0711763495566562,-0.21764907476152073
1987,-0.6676917692027874,77,0,-0.9306237671107571,-0.205193006025443
1992,-0.6750302334900421,77,0,-0.7786101476389662,-0.1845619949599038
1997,-0.6619321576861699,77,0,-0.9276810684149204,-0.1807388115639745
2002,-0.6646570573410175,77,0,-1.120195514674152,-0.1675045977721652
2007,-0.6551257565463451,77,0,-0.8651100014087019,-0.15334620598677193
1952,-0.5463656696422537,78,2,-0.8527196911104404,-0.21533530356598116
1957,-0.5485033499064954,78,2,-0.570917571264365,-0.2059987595795555
1962,-0.5254868059405113,78,2,-0.2894252091757453,-0.19500106030129766
1967,-0.5010455918099256,78,2,-0.00801028652649013,-0.18323689068727209
1972,-0.44306712427484335,78,2,0.27379183331958534,-0.1711138011715988
1977,-0.3437398458496566,78,2,0.44772081413142567,-0.15788509965677
1982,-0.232884141018927,78,2,0.6602146357466034,-0.14284143618830977
1987,-0.19945325764232602,78,2,0.7763737947928012,-0.12503377570139562
1992,0.0063509390745066455,78,2,0.8687590459542104,-0.10630412328629833
1997,0.2960641635576051,78,2,0.9651711479625549,-0.08598324140410774
2002,0.30358030709211564,78,2,1.0508191678992842,-0.06538264680026602
2007,0.5313608958797313,78,2,1.1435141768181503,-0.045039791191719
1952,-0.6862801538299458,79,0,-1.997119726033581,-0.24275732679913772
1957,-0.6824194842979595,79,0,-1.871512955384959,-0.23895323378468275
1962,-0.6818317203473641,79,0,-1.7453641086607885,-0.23472726783865414
1967,-0.6768760920684921,79,0,-1.6252555382070197,-0.2298082060882203
1972,-0.6731865328563803,79,0,-1.5098707735544636,-0.2240062565967299
1977,-0.6625288905694218,79,0,-1.3753584673789665,-0.21775438280858736
1982,-0.6694679313378209,79,0,-1.2048368218991483,-0.2129807792115687
1987,-0.6627545435993492,79,0,-1.0152650743357536,-0.2069902815792584
1992,-0.6571893222102347,79,0,-0.8585276490627506,-0.19961978304920808
1997,-0.6519893334838832,79,0,-0.7412068984260908,-0.19049136756525267
2002,-0.6356363212895273,79,0,-0.5929103720437784,-0.17922943705436759
2007,-0.6263845850652096,79,0,-0.38777329716819303,-0.1655512729549756
1952,-0.6567731154994424,80,0,-1.466040050874365,-0.2692879818651139
1957,-0.6463206615980462,80,0,-1.3270362572157481,-0.2687763671797587
1962,-0.6250334870212255,80,0,-1.1791269280302565,-0.2681176736373292
1967,-0.587969519171674,80,0,-1.021073032288063,-0.2673281930786788
1972,-0.5711543026752512,80,0,-0.8547331165339082,-0.26636477898022853
1977,-0.5802221395786015,80,0,-0.6677168704695298,-0.2651972881384561
1982,-0.5818804613328452,80,0,-0.4549907305362596,-0.2636383219814161
1987,-0.587923004368151,80,0,-0.2578299179151794,-0.2615737716642646
1992,-0.5940352794750436,80,0,-0.08839242458645928,-0.2589521421550385
1997,-0.5816789356774172,80,0,0.0739980797601253,-0.255887165390754
2002,-0.5719490856661454,80,0,0.2147055410847529,-0.25226774778918903
2007,-0.5492051057257641,80,0,0.36315694634579376,-0.24811038849050224
1952,-0.5324814587004139,81,0,-0.6573399855947362,-0.27405586588584685
1957,-0.5257757039244726,81,0,-0.10728764779130744,-0.2731771052855038
1962,-0.47554216513778796,81,0,0.05974922291712524,-0.27231775543828873
1967,-0.48098938103476074,81,0,0.1612723279235021,-0.2714857973674536
1972,-0.4708319940979483,81,0,0.268680830321553,-0.2709013546670861
1977,-0.3556062902321232,81,0,0.4224755568987192,-0.27032005914708007
1982,-0.3579346762895256,81,0,0.5603951984062374,-0.269575524846886
1987,-0.24676289611181212,81,0,0.7175198208760606,-0.26909851972281174
1992,-0.11741498746150361,81,0,0.7953464574370139,-0.2685940380180963
1997,0.021348307593983002,81,0,0.8720889418468686,-0.26808883076581247
2002,0.18331498374339442,81,0,0.9664101789923804,-0.2676140399752261
2007,0.379688530362457,81,0,1.0320013841338007,-0.26713653544828014
1952,-0.3792356957540779,82,1,-0.6725955551494698,0.0051175100864749145
1957,-0.31292923447075655,82,1,-0.33178458250792575,0.051017637450504506
1962,-0.2672587359789641,82,1,-0.09102536552483968,0.10855202372303824
1967,-0.1482149330184733,82,1,0.049217459163603094,0.17332433119721968
1972,-0.041191115820602725,82,1,0.2235336371722637,0.24859975007542132
1977,0.0466385052996951,82,1,0.43037437971385983,0.3218676353681107
1982,0.24311791223346982,82,1,0.6141381693249451,0.3961272216917211
1987,0.14945656344125294,82,1,0.7762189159140733,0.4760466444103778
1992,0.22903679420793682,82,1,0.9277678987496789,0.5513202070175279
1997,0.2589633647446821,82,1,1.0992962569412312,0.6246675633256933
2002,0.35791682735517977,82,1,1.1947016462378417,0.6867139508947168
2007,0.48325314073480036,82,1,1.2948308413356635,0.7453322015847463
1952,-0.652363893735539,83,2,-1.3343155645159765,-0.2713788120805536
1957,-0.6395682205041042,83,2,-1.1016874886661248,-0.2706111356397371
1962,-0.6249870189980685,83,2,-0.8691368522556366,-0.26940365487744294
1967,-0.6077678693656728,83,2,-0.6366636552845126,-0.26809182718304286
1972,-0.5879089602122971,83,2,-0.44298761743481907,-0.26648054621951456
1977,-0.5649987895214358,83,2,-0.3084753112593219,-0.2645253368631863
1982,-0.5291685328610849,83,2,-0.15375131140978665,-0.2623766607188864
1987,-0.4949300577047065,83,2,0.057890676372386006,-0.259935230842096
1992,-0.5510062492560317,83,2,0.13912464826536028,-0.2571303864378123
1997,-0.5391487879215121,83,2,0.32141708852852663,-0.25541544639896363
2002,-0.5149480947880825,83,2,0.43045181915322434,-0.2537247226880464
2007,-0.41803531675274674,83,2,0.5675196268277374,-0.2518411917778559
1952,-0.4635154390449321,84,3,-0.02404025047486548,-0.2750237840328384
1957,-0.3585209870958335,84,3,0.15283142903281158,-0.2747505729712156
1962,-0.26035996135462985,84,3,0.3293933507830323,-0.2744518829404385
1967,-0.13267725015758156,84,3,0.5965594165892869,-0.2742021155457002
1972,0.057139724170652724,84,3,0.8643449979104547,-0.27395106666434765
1977,0.24157368971949383,84,3,1.0525228355652956,-0.2736458184373681
1982,0.406640160361574,84,3,1.1326726553071718,-0.27362249726552756
1987,0.45838498341385925,84,3,1.1918363869813682,-0.2735572450978525
1992,-0.021511666501035694,84,3,1.235976867418924,-0.27306587036284624
1997,-0.07607783655220982,84,3,1.2367512618125647,-0.2723965762877619
2002,-0.0667845837375457,84,3,1.1233799225834757,-0.27213670776324056
2007,0.20686552051138204,84,3,1.1669008875061186,-0.2724711569241732
1952,-0.5608695439646637,85,0,-1.2856061571559378,-0.1852689986631521
1957,-0.5655578555847584,85,0,-1.0881355867774012,-0.17144465086277663
1962,-0.5732343838276436,85,0,-0.8944595489277076,-0.15589480960437618
1967,-0.5585517138308486,85,0,-0.7077530606207857,-0.1397472113765938
1972,-0.5363132609920849,85,0,-0.5120635973476244,-0.12193479242835462
1977,-0.49162076064169336,85,0,-0.2899672852512946,-0.10557443915451664
1982,-0.4579307406251409,85,0,0.013595317056102375,-0.08859672970425499
1987,-0.4526107033934049,85,0,0.24800450001132957,-0.062319969173730706
1992,-0.43302583829087155,85,0,0.4583300173243118,-0.03583426036621087
1997,-0.4295701182769492,85,0,0.6338852263627983,-0.010098409681951755
2002,-0.40152283061604493,85,0,0.785279330319676,0.014761318756758445
2007,-0.3445259123696559,85,0,0.9052330218947168,0.03916037160303063
1952,-0.6846373555058742,86,0,-2.182896941068133,-0.21818154187244485
1957,-0.6818913383719426,86,0,-1.9898404187333525,-0.21260595379959094
1962,-0.6756912127214365,86,0,-1.8053796741679906,-0.20553036679934478
1967,-0.6746781996284357,86,0,-1.6542178885292054,-0.1971256520354059
1972,-0.6586197837333864,86,0,-1.482689530337653,-0.18649037790159365
1977,-0.6812081116264237,86,0,-1.3148782652355797,-0.1740687020047959
1982,-0.685278137248368,86,0,-1.2916464334263398,-0.16031764393152173
1987,-0.6926184160658468,86,0,-1.2865354304283074,-0.1574462752956444
1992,-0.6904853288724595,86,0,-1.1763391082131476,-0.15491365256993575
1997,-0.6842497138098798,86,0,-1.016813863123036,-0.12247505210861695
2002,-0.6678845141328136,86,0,-1.1963184835690934,-0.10485040864015083
2007,-0.6485972357923775,86,0,-1.3468607536929658,-0.09092483281994386
1952,-0.6985929268109016,87,2,-1.7931442427484576,-0.08959302901067431
1957,-0.6966648857034953,87,2,-1.3605675344604171,-0.0741506630193499
1962,-0.6928088034886828,87,2,-1.1125290101771033,-0.05622311757513184
1967,-0.6967663615512535,87,2,-0.7817851646528959,-0.03515552475004202
1972,-0.6959545547691877,87,2,-0.4959561939598851,-0.010693085429842026
1977,-0.6945338929005725,87,2,-0.2644897097004952,0.018156353705782485
1982,-0.6891556729693867,87,2,-0.10984314929032389,0.047860035587556415
1987,-0.6931132310319574,87,2,-0.08792778795027448,0.07940850225483058
1992,-0.6969693132467699,87,2,-0.011959697934061004,0.10313447310234981
1997,-0.6900689555992108,87,2,0.06609925694498411,0.1285882742364259
2002,-0.6701796894385988,87,2,0.0335746924120486,0.15073362557220232
2007,-0.6363882321351103,87,2,0.20092132087793765,0.17112338735990984
1952,-0.4862262571856452,88,0,-1.3745066335459608,-0.2743453782110188
1957,-0.46616776837917406,88,0,-1.1033911563321355,-0.273758824826816
1962,-0.4101766897966319,88,0,-0.8586825279414785,-0.27306802816015996
1967,-0.34721304122227303,88,0,-0.6439429625847412,-0.27226476219771045
1972,-0.3520446924496428,88,0,-0.43423696078667223,-0.27117981417021
1977,-0.3388117335079731,88,0,-0.23521760162085334,-0.2697169972000229
1982,-0.30688595502522353,88,0,-0.03921838059023516,-0.2685675790885899
1987,-0.357356913605681,88,0,0.1053610527025988,-0.2668792770104658
1992,-0.34611271364197205,88,0,0.1955005601224484,-0.26427796283315413
1997,-0.3364739022816131,88,0,-0.0437873075127193,-0.2622001359377709
2002,-0.3189388259643508,88,0,-0.619162341988219,-0.26034021830298754
2007,-0.24397499677005455,88,0,-0.5086562620156029,-0.2595588224172418
1952,-0.6767892454254404,89,2,-1.8056894319254475,-0.1923989734629391
1957,-0.6715053338086057,89,2,-1.6872845291376894,-0.18768949131011228
1962,-0.6659789080466034,89,2,-1.5550954061431164,-0.1815673868870558
1967,-0.6635388841369491,89,2,-1.3940988117050863,-0.17280773802174743
1972,-0.6637067349105273,89,2,-1.2005776527341212,-0.16196312928041617
1977,-0.6617457841506394,89,2,-0.9855283296199269,-0.1476349310959367
1982,-0.6592839136274923,89,2,-0.7651356851896073,-0.13007935598690135
1987,-0.6534734719961879,89,2,-0.5372314151409675,-0.11009508106295707
1992,-0.6410824682805102,89,2,-0.290199603569387,-0.08739553387998816
1997,-0.6296002957232002,89,2,-0.0037511173614628995,-0.06219072747960348
2002,-0.6249005257548041,89,2,0.14446796958148558,-0.0351211696015448
2007,-0.6214347737370967,89,2,0.33380739882678745,-0.006590443725045336
1952,0.17517215216275298,90,3,0.9800395203204677,-0.18109690226840122
1957,0.41207985639084865,90,3,1.046637438173621,-0.17502496427721503
1962,0.5657808702300309,90,3,1.0652229036210135,-0.16768180098737054
1967,0.8268175236598118,90,3,1.1109121728458504,-0.1602271954755632
1972,1.1750313178445833,90,3,1.1054914120903616,-0.15331986955230958
1977,1.420025830055483,90,3,1.2208761767429177,-0.1483907160947884
1982,1.439346959328217,90,3,1.2836021226278647,-0.14408066201239414
1987,1.6678566815099716,90,3,1.3440048853318876,-0.1407367640328968
1992,1.9864528915037327,90,3,1.3896941545567256,-0.13594093229673798
1997,2.337070314666357,90,3,1.436932212568846,-0.13188710015563182
2002,2.6900669537473814,90,3,1.475651932250912,-0.1270026950799574
2007,3.0019200469787184,90,3,1.5710573215475223,-0.12278337213439246
1952,0.33905603210345775,91,4,0.7678554564627468,-0.2601268790497989
1957,0.5106333905082295,91,4,0.8352277687095419,-0.2579161921451424
1962,0.6048316624205056,91,4,0.9111184192863903,-0.2554743665151329
1967,0.7355570029090982,91,4,0.9328014623083473,-0.2532166886270546
1972,0.8961038037291906,91,4,0.9614540548730764,-0.2513231979275165
1977,0.9151488334563099,91,4,0.9870090698632398,-0.24910132628307216
1982,1.0570823609420492,91,4,1.1124609616331338,-0.24867023795511065
1987,1.1965894172366045,91,4,1.1496318925279163,-0.2476665701006593
1992,1.1312525335273613,91,4,1.3052851656498217,-0.2465310598880694
1997,1.4039271505532651,91,4,1.3997612816740623,-0.24428362447020954
2002,1.6210233189171803,91,4,1.5205668070821083,-0.24209897247375317
2007,1.8234887178169668,91,4,1.605285553746468,-0.24014155820663272
1952,-0.4163516622634411,92,1,-1.3288948037604873,-0.2679383314702015
1957,-0.3813372181442463,92,1,-1.087438631823124,-0.2661193931389876
1962,-0.36338122325771,92,1,-0.8396324258579024,-0.2639355043808823
1967,-0.26098913708116867,92,1,-0.5877993690457455,-0.26134527129370577
1972,-0.25640245585654825,92,1,-0.33480472064312644,-0.25835433807217806
1977,-0.17544727504638885,92,1,-0.15522266075770505,-0.2548520163099919
1982,-0.3800259260310624,92,1,-0.013663365600071786,-0.2508490196121502
1987,-0.4322204120056852,92,1,0.19619751507672561,-0.24741039527284966
1992,-0.5119634464620026,92,1,0.49317776503817135,-0.2410633993716848
1997,-0.5035540130691936,92,1,0.6932038369157237,-0.2354886216506605
2002,-0.48107449319173695,92,1,0.8798328857832812,-0.23042603339942866
2007,-0.45319175673604056,92,1,1.0395904491914856,-0.22544606334403433
1952,-0.654869076849767,93,0,-1.7060248734638093,-0.24707951731358477
1957,-0.6473959868283504,93,0,-1.6166597604376014,-0.24413288960720625
1962,-0.6309322702682136,93,0,-1.547816098842888,-0.24051623285547938
1967,-0.6251868317411862,93,0,-1.4989518126041208,-0.2362001294024501
1972,-0.6353522412266037,93,0,-1.4658077325562724,-0.23124190692871557
1977,-0.6500979162073479,93,0,-1.4081153502299943,-0.22538264860201943
1982,-0.6398666075047369,93,0,-1.3069020029810738,-0.2182675522387319
1987,-0.6643651210484033,93,0,-1.1553530201454678,-0.20982999938030242
1992,-0.673205422697064,93,0,-0.93573477010879,-0.19984024586034066
1997,-0.6732944693567902,93,0,-0.6320172889226646,-0.18784106479303228
2002,-0.6711868878437521,93,0,-0.3855275534266329,-0.17394821399496763
2007,-0.669299194426402,93,0,-0.20191864269427667,-0.15741882698309026
1952,-0.6228633428067207,94,0,-1.7927570455516373,0.03314794735784238
1957,-0.6204978690520522,94,0,-1.6783015541714503,0.07134985483561397
1962,-0.615390090880589,94,0,-1.5576509076421328,0.11561778285167645
1967,-0.6292327536527987,94,0,-1.4275526495103914,0.1666548812267396
1972,-0.5598359852597189,94,0,-1.2896330080028726,0.22745325159659707
1977,-0.5310611926890808,94,0,-1.1585280371593971,0.30725489061908945
1982,-0.5721566842451583,94,0,-1.0569274927136563,0.4093045977831093
1987,-0.5916343833432464,94,0,-0.9748416869876763,0.4895119403913659
1992,-0.5678059613591513,94,0,-0.9294621755202951,0.6008196439505133
1997,-0.5672891389809195,94,0,-0.9300816910352084,0.721840931241552
2002,-0.5682688761139234,94,0,-0.9963698511309054,0.8508700022404556
2007,-0.5278113780281758,94,0,-0.9769325518505079,0.9934343515812605
1952,0.29226004509491266,95,3,1.0218568175770995,-0.24756704758874826
1957,0.45041536156661155,95,3,1.0814851858874805,-0.2460197467289764
1962,0.6327094634968704,95,3,1.0838083690684046,-0.2446347894933018
1967,0.9281538532897113,95,3,1.131046427080525,-0.2432487109568397
1972,1.1923136532401504,95,3,1.1511806813151997,-0.24186371603038234
1977,1.6333575093195305,95,3,1.2309433038602555,-0.2408253255423017
1982,1.9364948805477364,95,3,1.2774069674787343,-0.24015083013919478
1987,2.4684657245319013,95,3,1.271211812329604,-0.23947842657453175
1992,2.7145128274459447,95,3,1.3819502106203119,-0.23853417823912137
1997,3.4570626661099433,95,3,1.4593896499844436,-0.2374099093024934
2002,3.802162837282369,95,3,1.5159204407202602,-0.2361857221007353
2007,4.276381283045749,95,3,1.6046660382315554,-0.23531567749390844
1952,-0.5466602121187708,96,2,-1.6956479885890154,-0.27413806006037816
1957,-0.504596824849316,96,2,-1.501894511299958,-0.27362787762476837
1962,-0.4354013005161866,96,2,-1.2629938408616113,-0.27300421766492594
1967,-0.25311977103756145,96,2,-0.966942864172535,-0.2721881085682467
1972,0.34529303097187813,96,2,-0.5677425542504353,-0.2711113300179122
1977,0.47013931139412335,96,2,-0.16319892301221073,-0.2694578071095915
1982,0.5824169678514933,96,2,0.25195391141890044,-0.2666638364961377
1987,1.1060761920272615,96,2,0.639615744875744,-0.2639045508255303
1992,1.1569646837397602,96,2,0.9077885233937332,-0.26087679370923383
1997,1.267101383480716,96,2,1.0086146734458323,-0.25740521820309437
2002,1.274486903244958,96,2,1.139797083728672,-0.2533550891813956
2007,1.5323731578004067,96,2,1.251851952488571,-0.24872444672343333
1952,-0.66271135687891,97,2,-1.2420077527939313,0.11067283695617355
1957,-0.6563704979470978,97,2,-1.0777587019026076,0.16092769140287863
1962,-0.6506615466543026,97,2,-0.914129166526197,0.22142824805265846
1967,-0.636549755422792,97,2,-0.7491831606805965,0.29248694464930647
1972,-0.625637984227493,97,2,-0.5843145942743594,0.37431384134790996
1977,-0.6128538324623366,97,2,-0.4206076194585849,0.4574857618978405
1982,-0.5857081665371631,97,2,-0.25682320520344587,0.5828962068016175
1987,-0.5591969162468788,97,2,-0.09520709525050297,0.7122207546920669
